Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Tenure,Cluster
1973,2,6,-0.3616066310451273,0,1,1.7229813151684228,-0.7397303258284594,-0.6614491798474453,-0.7132254067643876,-0.6504492534945548,-0.6557331010948404,-0.7673524382075414,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-0.8584550962200763,5,0,0,0,0,0,0,0,0.9616136960861512,2
1943,4,2,-0.10699446931377739,0,0,0.13436340353176865,0.3954100668519803,-0.46026498338689537,0.17304412633829977,2.2424343661039834,0.5315331131901381,-0.03876606758181304,-0.1682363419597184,1.049344892717545,2.5108902417547814,-0.24311448324952553,6,1,0,0,0,0,0,1,1.2852663978355534,1
1980,2,3,1.1062311143433667,0,1,-1.5923951960732903,0.3478649195145797,1.2498006865277789,1.6353888559577339,0.8143019463021733,3.6571931467158976,1.1116334649851265,-0.1682363419597184,1.409303937080072,1.142174748287431,-0.24311448324952553,4,0,0,0,0,0,0,0,-0.8288775582853547,0
1985,3,3,-1.2157818077692601,1,0,1.34309442325531,-0.8645363375891361,-0.6363011552898765,-0.6113044104575786,-0.6321398634970958,-0.6557331010948404,-0.7098324615791944,-0.1682363419597184,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,8,0,0,0,0,0,0,0,1.1231981540596943,0
1957,2,5,-1.159735105501353,0,1,-1.557860024081189,-0.8764226244234862,-0.6614491798474453,-0.7132254067643876,-0.6321398634970958,-0.6315031783543306,-0.7865257637503237,-0.6858866249126978,-1.4703684178201437,-0.9108984919135951,-0.8584550962200763,5,0,0,0,0,0,0,0,-0.8288775582853547,3
1959,4,4,-2.0187923991477774,0,0,1.0668130473185005,-0.6624694614051834,-0.38482090971418914,-0.5182461094817964,-0.6321398634970958,-0.6072732556138208,-0.09628604421016002,-0.6858866249126978,-1.1104093734576166,0.11563812818691793,-0.5507847897348009,2,0,0,0,0,0,0,0,1.2228580293367899,3
1975,3,3,-1.725826326874905,1,0,-1.0398324441996714,-0.8942520546750115,-0.6363011552898765,-0.6955000161023339,-0.6321398634970958,-0.6072732556138208,-0.6139658338652828,0.349413940993261,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,5,0,0,0,0,0,0,0,1.2663987515452295,2
1976,2,4,1.1034971288668833,0,0,0.790531671381691,-0.5376634496445067,3.4628268475938278,0.438924986269106,3.469163495933743,0.07116458112045254,2.492112904065454,-0.6858866249126978,-0.7504503290950897,0.4578170015537556,0.987566742691576,1,0,0,0,0,0,0,0,-0.8288775582853547,2
1996,0,3,-1.725826326874905,0,0,-0.8671565842391655,-0.8942520546750115,-0.208784737811208,-0.6777746254402801,-0.41242718352758656,-0.12267480080362557,0.11462053676044556,0.349413940993261,-0.3904912847325628,-0.5687196185467573,-0.8584550962200763,9,0,0,0,0,0,0,1,1.339934193497261,0
1968,2,5,-0.3889855427453384,1,0,1.4812351112237145,-0.8645363375891361,-0.5105610325020329,-0.6733432777747667,-0.6321398634970958,-0.5345834873922916,-0.5947925083225005,-0.6858866249126978,-0.7504503290950897,-0.9108984919135951,-1.1661254027053516,10,0,0,0,0,0,0,0,-0.8288775582853547,2
1951,2,4,-2.0187923991477774,2,1,1.6193757991921194,-0.7605313277885721,-0.5357090570596016,-0.5271088048128233,-0.5772116935047185,-0.4134338736897427,-0.7098324615791944,0.349413940993261,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,6,0,0,0,0,0,0,0,1.1091683657925304,1
1954,4,3,0.8148273194856275,1,1,-0.3491290043576479,1.5513514614925328,0.5959520480309917,0.6649237172102913,0.22840146638348202,0.26500396304453067,-0.11545936975294234,3.455315638711137,0.3294268039924911,-0.22654074517991973,1.910577662147402,8,0,0,0,0,0,0,0,1.3549315533690571,1
1957,2,6,0.5389291279730863,0,1,-0.6944807242786596,-0.17513170119682708,-0.18363671325363923,-0.18589503456828863,-0.009620603583486308,0.9676717225193138,-0.5756191827797181,-0.6858866249126978,-0.03053224037003586,-0.22654074517991973,1.2952370491768512,2,0,0,0,0,0,0,0,0.9456487646097234,3
1964,3,3,1.072329694434974,0,0,-1.6269303680653915,1.028354840781126,0.26902772878259806,2.716637686343012,-0.19271450355807734,3.3906639965702903,-0.2304993230096363,-0.6858866249126978,0.689385848355018,2.1687113683879438,2.2182479686326775,3,0,0,0,0,0,0,0,1.3118746169629332,3
1977,2,4,-0.6209056250218771,1,0,0.16889857552386983,-0.8675079092977236,-0.5105610325020329,-0.6511865394471995,-0.13778633356570003,-0.6315031783543306,-0.7865257637503237,-0.1682363419597184,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,7,0,0,0,0,0,0,0,1.2707528237660735,2
1977,2,2,1.2066464952010596,0,0,0.16889857552386983,0.6123348015788707,2.3563137670608034,1.697427723274922,2.169196806114147,0.31346380852555017,3.7767257154318696,-0.6858866249126978,-0.03053224037003586,2.1687113683879438,0.3722261297210252,1,1,0,0,1,0,0,1,1.019184206561755,2
1978,2,3,0.5735726296536673,1,1,0.27250409150017335,0.07150875061593862,-0.43511695882932666,-0.19032638223380208,-0.4673553535199639,-0.07421495532260604,1.2458467437846028,2.4200150728051786,-0.03053224037003586,-0.22654074517991973,1.2952370491768512,3,0,0,0,0,0,0,0,1.1217467966527463,2
1955,3,5,1.1989132219961498,0,0,0.20343374751597101,2.020859791449364,0.6211000725885605,1.1745286987443364,2.6086221660531654,2.2518576277663316,2.798886112749971,-0.6858866249126978,-0.3904912847325628,2.5108902417547814,2.2182479686326775,1,0,0,1,0,0,0,1,-0.8288775582853547,1
1966,2,2,0.726441474724461,0,0,-0.6599455522865585,-0.026553115767450154,0.2187316796674606,1.3960960820200083,1.5283681562030782,2.2518576277663316,-0.07711271866737769,-0.6858866249126978,0.3294268039924911,0.7999958749205932,1.2952370491768512,3,0,0,0,0,0,0,1,1.2693014663591256,3
1988,2,4,-0.9275806816125444,1,0,-0.6254103802944573,-0.8645363375891361,-0.6614491798474453,-0.7043627114333607,-0.6504492534945548,-0.6315031783543306,-0.7481791126647591,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-0.5507847897348009,3,0,0,0,0,0,0,0,-0.8288775582853547,0
1982,2,4,-2.0187923991477774,1,0,0.27250409150017335,-0.8704794810063111,-0.5860051061747391,-0.6423238441161726,-0.6504492534945548,-0.6072732556138208,-0.7290057871219767,-0.1682363419597184,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,6,0,0,0,0,0,0,0,-0.8288775582853547,0
1968,4,3,0.16663841994682047,0,1,0.47971512345278045,0.4251257839378557,-0.6614491798474453,-0.615735758123092,-0.6870680334894731,-0.6557331010948404,-0.019592742039030716,0.349413940993261,1.409303937080072,-0.22654074517991973,0.06455582323574982,7,0,0,0,0,0,0,0,1.0796574318512546,2
1982,3,4,0.9408640499515066,0,0,-1.2815786481443796,1.2125922867135535,-0.007600541350658057,1.6442515512887608,0.5762798763352049,-0.34074410546821343,0.6898203030439153,-0.6858866249126978,-0.3904912847325628,1.142174748287431,1.6029073556621267,1,0,1,1,0,0,0,1,1.2393067466155336,0
1975,2,5,0.5845085715596005,1,1,-1.0743676161917726,0.4399836424807934,-0.208784737811208,-0.28781603087509766,-0.39411779353012744,-0.21959449176566462,-0.7290057871219767,0.8670642239462404,-0.03053224037003586,-0.22654074517991973,1.910577662147402,3,0,0,0,0,0,0,0,1.370896484845485,2
1952,2,4,0.3958635736822542,0,1,-0.7980862402549632,0.6509652337905086,-0.4854130079444641,-0.1460129055786677,-0.009620603583486308,-0.31651418272770365,2.396246276351542,0.8670642239462404,1.409303937080072,-0.22654074517991973,1.2952370491768512,7,0,0,0,0,0,0,0,-0.8288775582853547,1
1951,4,6,0.624620044193148,0,1,-1.4197193361127844,0.719311383088022,-0.6614491798474453,-0.5271088048128233,-0.6870680334894731,-0.5103535646517818,-0.7290057871219767,-0.6858866249126978,1.049344892717545,0.11563812818691793,0.6798964362063006,5,0,0,0,0,0,0,0,1.1362603707222263,1
1948,2,5,0.741244053232849,0,0,-0.6944807242786596,0.27951877021706634,0.3444718024553043,0.8864911004859631,1.4917493762081602,2.300317473247351,-0.26884597409520095,-0.6858866249126978,1.049344892717545,0.4578170015537556,-0.5507847897348009,4,0,0,0,0,0,0,0,1.207376883662678,1
1971,2,3,-1.0141699073463075,1,0,0.8941371873579945,-0.9001951980921865,-0.5860051061747391,-0.7132254067643876,-0.6321398634970958,-0.5103535646517818,-0.5564458572369358,-0.6858866249126978,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,7,0,0,0,0,0,0,1,-0.8288775582853547,2
1967,2,5,-0.7504184227364279,1,1,-1.696000712049594,-0.8734510527148986,-0.6614491798474453,-0.7353821450919548,-0.6870680334894731,-0.6557331010948404,-0.8440457403786708,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.1661254027053516,7,0,0,0,0,0,0,0,0.9601623386792032,3
1979,0,4,1.425834016544262,0,1,-1.0398324441996714,1.1412745657074526,-0.3093768360414829,0.6294729358861838,2.9931193559998066,-0.07421495532260604,-0.11545936975294234,-0.6858866249126978,2.489181070167653,2.5108902417547814,1.2952370491768512,5,1,0,0,1,0,0,1,-0.8288775582853547,0
1958,2,5,0.6799246646888669,0,1,-1.557860024081189,-0.169188557779652,0.570804023473423,-0.035229213940831776,-0.5589023035072593,1.3311205636269603,1.2458467437846028,-0.6858866249126978,0.3294268039924911,-0.22654074517991973,1.2952370491768512,4,0,0,0,0,0,0,0,-0.8288775582853547,3
1970,2,5,0.9048144985973057,1,2,1.4121647672395123,1.640498612750159,0.8222842690491103,1.4182528203475755,0.37487658636315485,0.04693465837994278,0.5556070242444391,2.4200150728051786,-0.7504503290950897,0.7999958749205932,-0.24311448324952553,5,0,0,0,0,0,0,0,1.18173623613993,2
1954,3,3,0.5977098157174768,0,0,-1.6614655400574927,0.570732797658645,0.24387970422502936,1.2986064333787128,2.773406676030297,0.7980622633357455,-0.6139658338652828,0.349413940993261,-0.03053224037003586,1.8265324950211062,0.06455582323574982,3,0,0,0,0,0,0,0,1.3113908311606173,1
1973,0,3,-2.0187923991477774,1,0,-0.8326214122470643,-0.8288774770860856,-0.5860051061747391,-0.5492655431403904,-0.37580840353266837,-0.5588134101328013,-0.5180992061513712,0.349413940993261,-0.3904912847325628,-0.9108984919135951,-0.8584550962200763,8,0,0,0,0,0,0,0,-0.8288775582853547,2
1959,2,3,0.521158222375945,0,1,-0.6944807242786596,-0.13650126898518908,2.02938944781241,0.5497086779069419,0.8509207262970915,0.2407740403040209,0.8048602563006093,0.8670642239462404,2.129222025805126,0.11563812818691793,2.2182479686326775,7,0,0,0,0,0,0,0,-0.8288775582853547,3
1975,4,3,0.3493077067112818,1,1,1.34309442325531,0.7757712455511853,-0.5105610325020329,-0.45177589449909483,-0.6870680334894731,-0.5103535646517818,-0.4797525550658065,1.3847145068992197,1.7692629814425989,-0.22654074517991973,0.6798964362063006,7,0,1,0,0,0,0,0,1.2262445299530018,2
1952,2,3,-0.9121922490734813,0,0,0.30703926349227456,-0.8615647658805485,-0.4099689342717579,-0.6822059731057936,-0.6138304734996367,-0.29228425998719393,-0.6714858104936298,-0.6858866249126978,-0.7504503290950897,-0.5687196185467573,-0.5507847897348009,2,0,0,0,0,0,0,0,-0.8288775582853547,1
1977,2,2,-0.4468679209760273,1,0,0.6523909834132863,-0.897223626383599,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.8248724148358884,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.1661254027053516,6,0,0,0,0,0,0,0,-0.8288775582853547,2
1972,3,3,0.9203201019425037,0,0,-0.5218048643181538,1.2393364320908413,2.1299815460426847,3.3591830978424606,1.0889427962640599,-0.21959449176566462,-0.49892588060858883,-0.6858866249126978,1.049344892717545,1.142174748287431,-0.24311448324952553,5,0,0,0,0,0,0,1,-0.8288775582853547,2
1976,2,4,0.9427387828496666,0,0,-0.31459383236554667,2.163495233461566,1.9790933986972723,2.712206338677499,1.821318396162424,1.888408786658685,0.13379386230322787,-1.203536907865677,0.3294268039924911,1.8265324950211062,0.987566742691576,4,1,0,0,0,0,0,1,1.2963934712888214,2
1976,0,5,-0.9905404614424164,0,0,-1.2815786481443796,-0.9001951980921865,-0.6614491798474453,-0.7176567544299011,-0.6870680334894731,-0.5830433328733111,-0.6714858104936298,-0.6858866249126978,-1.4703684178201437,-0.9108984919135951,-0.8584550962200763,3,0,0,0,0,0,1,0,1.2383391750109016,2
1965,2,5,0.17023165800162707,0,0,-1.3851841641206832,0.8114301060542357,-0.6614491798474453,-0.4562072421646083,-0.6870680334894731,-0.6557331010948404,0.13379386230322787,-0.1682363419597184,2.129222025805126,-0.5687196185467573,0.6798964362063006,8,1,0,0,0,0,0,1,1.2707528237660735,3
1985,2,4,-0.8564189453532224,1,0,1.3085592512632087,-0.7129861804511716,-0.5608570816171703,-0.43848185150255453,-0.5589023035072593,-0.5345834873922916,-0.5180992061513712,0.8670642239462404,-0.3904912847325628,-0.5687196185467573,-0.5507847897348009,8,0,0,0,0,0,0,0,-0.8288775582853547,0
1969,2,3,-0.9913997140207397,1,0,-1.5233248520890879,-0.8912804829664238,-0.6363011552898765,-0.7176567544299011,-0.6504492534945548,-0.6557331010948404,-0.7673524382075414,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.1661254027053516,7,0,0,0,0,0,0,0,-0.8288775582853547,2
1973,0,3,-1.0986110016342625,1,0,1.3085592512632087,-0.8288774770860856,-0.5357090570596016,-0.655617887112713,-0.5589023035072593,-0.6557331010948404,-0.4030592528946772,0.349413940993261,-0.3904912847325628,-0.9108984919135951,-0.8584550962200763,7,0,0,0,0,0,0,0,1.2543041064873297,2
1963,3,5,-0.510374497901196,0,0,0.2379689195080722,-0.5703507384389697,-0.23393276236877672,-0.544834195474877,-0.06454877357586361,-0.12267480080362557,0.8623802329289563,-0.6858866249126978,-0.7504503290950897,0.7999958749205932,-0.8584550962200763,3,0,0,0,0,0,0,0,1.1367441565245422,3
1987,2,2,1.1589579771041156,0,0,-1.0743676161917726,-0.4188005813010052,-0.08304461502336428,1.139077917420229,-0.19271450355807734,0.9192118770382942,0.613127000872786,-0.6858866249126978,-0.3904912847325628,2.5108902417547814,2.2182479686326775,1,0,0,0,0,0,0,0,-0.8288775582853547,0
1960,2,3,-0.8689171646742888,1,1,1.5848406272000182,-0.8526500507547858,-0.46026498338689537,-0.6777746254402801,-0.5039741335148821,-0.5588134101328013,-0.7865257637503237,-0.1682363419597184,-1.1104093734576166,-0.9108984919135951,-0.5507847897348009,7,0,0,0,0,0,0,0,1.1352927991175943,3
1970,3,3,-0.6073138115102173,1,1,-0.03831245642873724,-0.516862447684394,-0.6614491798474453,-0.6689119301092532,-0.6870680334894731,-0.6557331010948404,-0.7481791126647591,1.3847145068992197,-0.3904912847325628,-0.5687196185467573,-0.5507847897348009,7,0,1,0,0,0,0,0,-0.8288775582853547,2
1957,2,4,-0.050752482368978516,0,1,-1.5923951960732903,-0.035467830893212766,-0.5105610325020329,-0.575853629133471,-0.6870680334894731,-0.5830433328733111,-0.19215267192407165,0.8670642239462404,0.689385848355018,-0.5687196185467573,0.06455582323574982,7,0,1,0,1,0,0,1,-0.8288775582853547,3
1973,2,3,1.0899053153552236,0,0,0.7214613273974887,0.13688332820486446,0.8474322936066792,1.7771919812541639,1.326964866231028,2.5668466233929585,1.9360864633247665,-0.6858866249126978,0.3294268039924911,1.142174748287431,0.3722261297210252,2,0,0,1,0,0,0,0,0.9456487646097234,2
